,answer_count,articles_count,avatar_url,avatar_url_template,badge,follower_count,gender,headline,id,is_advertiser,is_followed,is_following,is_org,name,type,url,url_token,use_default_avatar,user_type,vip_info
10,37,3,https://pic2.zhimg.com/5721720f70afc6d77935fd03793c2c70_is.jpg,https://pic2.zhimg.com/5721720f70afc6d77935fd03793c2c70_{size}.jpg,[],21696,1,《路人》作者 90后 男 风虽大，都绕过我灵魂,6789ab27d131285405d06780c1b3f114,False,False,False,False,诗人西贝,people,https://www.zhihu.com/people/xieshidexibei,xieshidexibei,False,people,"{'is_vip': False, 'rename_days': '60'}"
11,56,14,https://pic2.zhimg.com/v2-91f60890e3185930cd48c8c4ef1dbfee_is.jpg,https://pic2.zhimg.com/v2-91f60890e3185930cd48c8c4ef1dbfee_{size}.jpg,[],5242,0,调包侠/数据狗,8579031047f1f8f2c15bcf4a92dfce5f,False,False,False,False,汪喵行,people,https://www.zhihu.com/people/yhannahwang,yhannahwang,False,people,"{'is_vip': False, 'rename_days': '60'}"
12,1377,187,https://pic4.zhimg.com/v2-42e723a4c9b727c0df01bd75228c0484_is.jpg,https://pic4.zhimg.com/v2-42e723a4c9b727c0df01bd75228c0484_{size}.jpg,"[{'type': 'identity', 'description': '首都医科大学附属北京友谊医院 皮肤科主治医师'}]",77365,1,微信公众号：一点科普,4068b6b7a7d359f2bbf43caa9b832e98,False,False,False,False,皮肤科老徐医生,people,https://www.zhihu.com/people/dermatitis,dermatitis,False,people,"{'is_vip': True, 'rename_days': '60', 'widget': {'url': 'https://pic2.zhimg.com/v2-377163eddd9f6d5e5d639cf12214dc05_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-26afadd8b7447d09335c5db537386ca9_r.png'}, 'vip_icon': {'url': 'https://pic3.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}"
13,86,7,https://pic1.zhimg.com/v2-7b1d0dcb891cb4b90afb3b83d7b5525f_is.jpg,https://pic1.zhimg.com/v2-7b1d0dcb891cb4b90afb3b83d7b5525f_{size}.jpg,[],40444,0,微博/哔哩哔哩 id Aurora的世界,4aef3ae8a8346063ac52c71702beb823,False,False,False,False,Aurora曙光,people,https://www.zhihu.com/people/jin-xi-shu-guang,jin-xi-shu-guang,False,people,"{'is_vip': False, 'rename_days': '60'}"
14,46,32,https://pic1.zhimg.com/v2-13dde227d10b0a7d4b3d522ba1c063d4_is.jpg,https://pic1.zhimg.com/v2-13dde227d10b0a7d4b3d522ba1c063d4_{size}.jpg,"[{'type': 'identity', 'description': 'OilSearch Development Geologist'}]",20434,0,自身免疫病食疗。公益公众号：食物是答案。微博:莹莹AIP,677357e6f3b994d067c3e36e660156c4,False,False,False,False,莹莹,people,https://www.zhihu.com/people/zishenmianyijibing,zishenmianyijibing,False,people,"{'is_vip': False, 'rename_days': '60'}"
15,19,0,https://pic3.zhimg.com/v2-1d83cdd6b9089aa0fd86982430973043_is.jpg,https://pic3.zhimg.com/v2-1d83cdd6b9089aa0fd86982430973043_{size}.jpg,[],182,0,美术生,253d97bfa83ad4d17d5d5efb356d6986,False,False,False,False,蜡笔小可乐,people,https://www.zhihu.com/people/ne-ne-ne-32-90,ne-ne-ne-32-90,False,people,"{'is_vip': False, 'rename_days': '60'}"
16,65,0,https://pic2.zhimg.com/v2-0511175a8b8c6ccda020a4dff03cd432_is.jpg,https://pic2.zhimg.com/v2-0511175a8b8c6ccda020a4dff03cd432_{size}.jpg,[],1548,1,只要是石头，到哪里都不会发光。,b2b38df54b3a3427482db772d080969c,False,False,False,False,繁杲,people,https://www.zhihu.com/people/fan-gao-44,fan-gao-44,False,people,"{'is_vip': False, 'rename_days': '60'}"
17,3,0,https://pic4.zhimg.com/v2-da897bc2ad2c0db2a74705798fdeabba_is.jpg,https://pic4.zhimg.com/v2-da897bc2ad2c0db2a74705798fdeabba_{size}.jpg,[],4,1,留学生&amp;文案狗，业余旅行家，偶尔在网易翻译歌词,31b8796d4cfee486262fd2d8f6198051,False,False,False,False,Vici,people,https://www.zhihu.com/people/yimao-wu-fen-qian-97,yimao-wu-fen-qian-97,False,people,"{'is_vip': False, 'rename_days': '60'}"
18,43,0,https://pic4.zhimg.com/ca55cf25ae095e44ac97624871d98d49_is.jpg,https://pic4.zhimg.com/ca55cf25ae095e44ac97624871d98d49_{size}.jpg,[],45,1,知乎 -- 成就你的百万年薪梦,81409157b34f2133b53510c76af9f281,False,False,False,False,合伙人X,people,https://www.zhihu.com/people/V-C-L,V-C-L,False,people,"{'is_vip': False, 'rename_days': '60'}"
19,61,9,https://pic4.zhimg.com/v2-f8cb9c24427660f8ff65c07a35319407_is.jpg,https://pic4.zhimg.com/v2-f8cb9c24427660f8ff65c07a35319407_{size}.jpg,[],12095,1,"TD健身学院导师 
z451501408 欢迎交流",44fbb83d39da1290c8f196a50f000286,False,False,False,False,TD朱冰岩,people,https://www.zhihu.com/people/zhu-bing-yan-57,zhu-bing-yan-57,False,people,"{'is_vip': False, 'rename_days': '60'}"
20,430,1,https://pic2.zhimg.com/1146d2a9f39fb4542faeec7b80aecdcc_is.jpg,https://pic2.zhimg.com/1146d2a9f39fb4542faeec7b80aecdcc_{size}.jpg,[],6114,1,伟大的404战士!非穆维吾尔族,a6752e2d12a66d242facec2a29e1d4a1,False,False,False,False,凯曼尔,people,https://www.zhihu.com/people/kai-man-er-wu-fu,kai-man-er-wu-fu,False,people,"{'is_vip': False, 'rename_days': '60'}"
21,126,0,https://pic2.zhimg.com/v2-f4e19eaaa2cc9c3054570866d9d2132d_is.jpg,https://pic2.zhimg.com/v2-f4e19eaaa2cc9c3054570866d9d2132d_{size}.jpg,[],4015,0,博士中的女博士，扑克中的扑克王,9042365ff53a1e82c22141fe6c582521,False,False,False,False,Poker Won,people,https://www.zhihu.com/people/poker-won,poker-won,False,people,"{'is_vip': False, 'rename_days': '60'}"
22,28,8,https://pic1.zhimg.com/cb1684ebe3d4d8d8ccf8deba29a72a33_is.jpg,https://pic1.zhimg.com/cb1684ebe3d4d8d8ccf8deba29a72a33_{size}.jpg,"[{'type': 'identity', 'description': '四川大学 临床医学博士'}]",57259,0,不知之知，无为而为,58f950686d0b869dd849a5e415c1542d,False,False,False,False,大力,people,https://www.zhihu.com/people/lisa-2-22,lisa-2-22,False,people,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic3.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}"
23,2,1,https://pic1.zhimg.com/v2-aa4761ab829821eb1b0311627f944df9_is.jpg,https://pic1.zhimg.com/v2-aa4761ab829821eb1b0311627f944df9_{size}.jpg,[],35,-1,深度学习,417ed8320c147d4a0e2e707a3c8d8d3d,False,False,False,False,divfor,people,https://www.zhihu.com/people/divfor,divfor,False,people,"{'is_vip': False, 'rename_days': '60'}"
24,51,0,https://pic4.zhimg.com/v2-52866129ad66ccd7734b32a0e9302bc3_is.jpg,https://pic4.zhimg.com/v2-52866129ad66ccd7734b32a0e9302bc3_{size}.jpg,[],22,1,汽车,f783a3857b66e941b9a0a894942f350f,False,False,False,False,小二,people,https://www.zhihu.com/people/xiao-ming-50-63-23,xiao-ming-50-63-23,False,people,"{'is_vip': False, 'rename_days': '60'}"
25,411,12,https://pic2.zhimg.com/81cb2fd77_is.jpg,https://pic2.zhimg.com/81cb2fd77_{size}.jpg,[],46414,1,Facebook/剑桥大学/NLP,1cf49425436c8dd996ac5ba1f1ed46d9,False,False,False,False,陈村,people,https://www.zhihu.com/people/xjiangxjxjxjx,xjiangxjxjxjx,False,people,"{'is_vip': False, 'rename_days': '60'}"
26,3,0,https://pic4.zhimg.com/v2-f8c2cc9b00e5fe90261cea98859e209c_is.jpg,https://pic4.zhimg.com/v2-f8c2cc9b00e5fe90261cea98859e209c_{size}.jpg,[],55,0,,6a3ed8cb60d9492caf32181de599aeea,False,False,False,False,HyunShen,people,https://www.zhihu.com/people/HyunShen,HyunShen,False,people,"{'is_vip': False, 'rename_days': '60'}"
27,7,6,https://pic4.zhimg.com/v2-f094081cc1a743f975805e30eeff0073_is.jpg,https://pic4.zhimg.com/v2-f094081cc1a743f975805e30eeff0073_{size}.jpg,[],6,-1,,67d349401119ac89d015b671a66aa4c5,False,False,False,True,我要抓娃娃,people,https://www.zhihu.com/people/wo-yao-zhua-wa-wa,wo-yao-zhua-wa-wa,False,organization,"{'is_vip': False, 'rename_days': '60'}"
28,171,0,https://pic2.zhimg.com/b941fb8ffc62ca10650dc88efb467992_is.jpg,https://pic2.zhimg.com/b941fb8ffc62ca10650dc88efb467992_{size}.jpg,[],97,1,寻一女孩结婚啊啊啊,63e644a986da6ca7d38a7f65b06dec65,False,False,False,False,老黄瓜7,people,https://www.zhihu.com/people/lao-huang-gua-7,lao-huang-gua-7,False,people,"{'is_vip': False, 'rename_days': '60'}"
29,133,11,https://pic1.zhimg.com/v2-cc222aff3cb8344aaaf527ece6e5dd4f_is.jpg,https://pic1.zhimg.com/v2-cc222aff3cb8344aaaf527ece6e5dd4f_{size}.jpg,[],90144,0,人生不向花前醉，花笑人生也是呆。,f3576d76741ae2021128a211d03932a1,False,False,False,False,恒变,people,https://www.zhihu.com/people/heng-bian,heng-bian,False,people,"{'is_vip': False, 'rename_days': '60'}"
30,1009,9,https://pic3.zhimg.com/9a2b2305a_is.jpg,https://pic3.zhimg.com/9a2b2305a_{size}.jpg,[],74729,1,石家庄 装修设计 微信aniu3722,060f23f0bba6450af7bfb82f390624bd,False,False,False,False,阿牛先生,people,https://www.zhihu.com/people/niu-ji-ye,niu-ji-ye,False,people,"{'is_vip': False, 'rename_days': '60'}"
31,47,8,https://pic4.zhimg.com/v2-7fa4cfabfb62990dfbcdcc5433d8058c_is.jpg,https://pic4.zhimg.com/v2-7fa4cfabfb62990dfbcdcc5433d8058c_{size}.jpg,[],39757,0,22岁的魔都菇凉～坐标欧洲，传播学在读。,5fefa92eb9dde1515c634581ca21082b,False,False,False,False,Coffee Wu,people,https://www.zhihu.com/people/coffee-wu,coffee-wu,False,people,"{'is_vip': False, 'rename_days': '60'}"
32,62,8,https://pic4.zhimg.com/v2-618f1da8f366bb6897f89ddcc05a5976_is.jpg,https://pic4.zhimg.com/v2-618f1da8f366bb6897f89ddcc05a5976_{size}.jpg,"[{'type': 'identity', 'description': '康奈尔大学 电子与计算机博士在读'}]",8087,1,纽约的漁夫 | PhD | Quant Club | ML ,0e4ea42be30002a04757876cb51670d3,False,False,False,False,Miruku Zhang,people,https://www.zhihu.com/people/mirukuzhang,mirukuzhang,False,people,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic3.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}"
33,35,4,https://pic2.zhimg.com/c1279d8f91a3ccb5352d34b5bec82ac3_is.jpg,https://pic2.zhimg.com/c1279d8f91a3ccb5352d34b5bec82ac3_{size}.jpg,[],2490,1,,3094bcc818d0aafe05f7f9b63ab58539,False,False,False,False,董昊天,people,https://www.zhihu.com/people/dong-hao-tian,dong-hao-tian,False,people,"{'is_vip': False, 'rename_days': '60'}"
34,3,841,https://pic1.zhimg.com/76a2e344d_is.jpg,https://pic1.zhimg.com/76a2e344d_{size}.jpg,[],677,1,速途速途执行总编兼速途研究院院长,289dea5c2961be911b10a9a8ce5a023e,False,False,False,False,丁道师,people,https://www.zhihu.com/people/ding-dao-shi,ding-dao-shi,False,people,"{'is_vip': False, 'rename_days': '60'}"
35,84,2,https://pic3.zhimg.com/v2-776c26f0243f9a549cac5565ff770e20_is.jpg,https://pic3.zhimg.com/v2-776c26f0243f9a549cac5565ff770e20_{size}.jpg,[],554,-1,报表/BI工程师,c747c2e62d251c6efa8067f701a5c677,False,False,False,False,胡海,people,https://www.zhihu.com/people/kafusiji,kafusiji,False,people,"{'is_vip': False, 'rename_days': '60'}"
36,186,0,https://pic1.zhimg.com/7e5d25fea0c7aa8348643b6ab8a6db20_is.jpg,https://pic1.zhimg.com/7e5d25fea0c7aa8348643b6ab8a6db20_{size}.jpg,[],231,1,我答你赞岂不美哉  狗狗知识&amp;奶狗信息尽在微信公众号:TaoPuppy,610b48102080b47101e212b95fa6d5f0,False,False,False,False,Sawyer Yan,people,https://www.zhihu.com/people/sawyer-yan,sawyer-yan,False,people,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic3.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}"
37,1122,35,https://pic1.zhimg.com/37964d713fbb55b70346b46dbdb2ce42_is.jpg,https://pic1.zhimg.com/37964d713fbb55b70346b46dbdb2ce42_{size}.jpg,[],61090,1,小可不才，教点瑜伽。文字教程在专栏，视频在抖音。地址看主页,be7fb76847ebd0f97b158cb1034b11fe,False,False,False,False,老顽童,people,https://www.zhihu.com/people/lwtnek,lwtnek,False,people,"{'is_vip': False, 'rename_days': '60'}"
38,29,364,https://pic4.zhimg.com/ede95587a6b33d991923d15821f2e6ea_is.jpg,https://pic4.zhimg.com/ede95587a6b33d991923d15821f2e6ea_{size}.jpg,[],4739,0,瑜伽爱好者,e1eacf65148d82917152cf1493e7fa26,False,False,False,False,何弯弯,people,https://www.zhihu.com/people/he-wan-wan-64-90,he-wan-wan-64-90,False,people,"{'is_vip': False, 'rename_days': '60'}"
39,30,0,https://pic4.zhimg.com/v2-3273ea4362040389cf2cf1948428436b_is.jpg,https://pic4.zhimg.com/v2-3273ea4362040389cf2cf1948428436b_{size}.jpg,[],373,1,,41e44df324bc021bcb88b160e5692066,False,False,False,False,Jiahao,people,https://www.zhihu.com/people/jiahao.m,jiahao.m,False,people,"{'is_vip': False, 'rename_days': '60'}"
40,1,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,[],67,-1,WP Pro Design,6e93654a66a93dcb6c5ec74a2e2f0d10,False,False,False,False,wordpressvideo,people,https://www.zhihu.com/people/wordpressvideo,wordpressvideo,True,people,"{'is_vip': False, 'rename_days': '60'}"
41,1,475,https://pic2.zhimg.com/v2-dc294c0caa46160f6484c278bc3595f5_is.jpg,https://pic2.zhimg.com/v2-dc294c0caa46160f6484c278bc3595f5_{size}.jpg,"[{'type': 'identity', 'description': '已认证的官方帐号'}]",4543,-1,Join the Global Network of Professionals,dd1636501329cd6b7bb21e747ef2d706,False,False,False,True,WallStreetTequila,people,https://www.zhihu.com/people/wallstreettequila-60,wallstreettequila-60,False,organization,"{'is_vip': False, 'rename_days': '60'}"
42,17,14,https://pic4.zhimg.com/093e26c9f56c7db85cde40e121efc220_is.jpg,https://pic4.zhimg.com/093e26c9f56c7db85cde40e121efc220_{size}.jpg,[],23467,0,LP 老兵 | Family Office,30fdf46595abc7741980a67538642a6d,False,False,False,False,李晓,people,https://www.zhihu.com/people/xiao-li-75,xiao-li-75,False,people,"{'is_vip': True, 'rename_days': '60', 'vip_icon': {'url': 'https://pic3.zhimg.com/v2-4812630bc27d642f7cafcd6cdeca3d7a_r.png', 'night_mode_url': 'https://pic3.zhimg.com/v2-c9686ff064ea3579730756ac6c289978_r.png'}}"
43,315,16,https://pic2.zhimg.com/84b5efdb928641557aa9c90fee74b9e4_is.jpg,https://pic2.zhimg.com/84b5efdb928641557aa9c90fee74b9e4_{size}.jpg,"[{'type': 'identity', 'description': '重庆大学 戏剧与影视学硕士'}]",71056,0,处女座♍ gap year,5ef8b2debf9aaed301292de2fbe3e54a,False,False,False,False,羽小团,people,https://www.zhihu.com/people/xiao-yu-bao-er,xiao-yu-bao-er,False,people,"{'is_vip': False, 'rename_days': '60'}"
44,7,105,https://pic3.zhimg.com/v2-4f06922c435d5397c9dc2b8a717346ea_is.jpg,https://pic3.zhimg.com/v2-4f06922c435d5397c9dc2b8a717346ea_{size}.jpg,"[{'type': 'identity', 'description': '知乎 官方帐号'}]",56228,1,有问题 上知乎,b7c5d4d3cb9964ccc0420cd260fad201,False,False,False,False,知乎市场团队,people,https://www.zhihu.com/people/zhihu_marketing,zhihu_marketing,False,people,"{'is_vip': False, 'rename_days': '60'}"
45,5,0,https://pic4.zhimg.com/8cd75c7eb43577f15dc53872d43a810a_is.jpg,https://pic4.zhimg.com/8cd75c7eb43577f15dc53872d43a810a_{size}.jpg,[],576,0,微信号：The_Smoothie_Lab,bac1c91bf1a9c99eea8065e569de2c4e,False,False,False,False,果析,people,https://www.zhihu.com/people/guo-xi-62-23,guo-xi-62-23,False,people,"{'is_vip': False, 'rename_days': '60'}"
46,0,1,https://pic1.zhimg.com/v2-f7f9f84eefacf92fb0866fc8afd3db6b_is.jpg,https://pic1.zhimg.com/v2-f7f9f84eefacf92fb0866fc8afd3db6b_{size}.jpg,[],97,0,Zumba教程视频搬运工，想跳Zumba的可以关注我微博，让你狂甩肉,a0b7765563c11073fa0d40b4968954bd,False,False,False,False,盛曼菲,people,https://www.zhihu.com/people/sheng-man-fei,sheng-man-fei,False,people,"{'is_vip': False, 'rename_days': '60'}"
47,12,0,https://pic4.zhimg.com/47f8c8de561e361e7f53ab9d014b9a8c_is.jpg,https://pic4.zhimg.com/47f8c8de561e361e7f53ab9d014b9a8c_{size}.jpg,[],2660,0,瑜伽老师，请关注公众微信号“inhale瑜伽”,393065ddf7f1552ff80e308285782a8f,False,False,False,False,Ofelia,people,https://www.zhihu.com/people/ofelia_liu,ofelia_liu,False,people,"{'is_vip': False, 'rename_days': '60'}"
48,29,0,https://pic4.zhimg.com/v2-f614a41016998db0208c437acafab208_is.jpg,https://pic4.zhimg.com/v2-f614a41016998db0208c437acafab208_{size}.jpg,[],7,0,笑人煮积何时熟，生啖青青竹一排。,3303f13698baebbed759639be1ba529d,False,False,False,False,红糖飘香,people,https://www.zhihu.com/people/ji-zhu-ying-77,ji-zhu-ying-77,False,people,"{'is_vip': False, 'rename_days': '60'}"
49,21,0,https://pic2.zhimg.com/v2-742e8b5f0d35c1ea2d8d9a89f27dc73a_is.jpg,https://pic2.zhimg.com/v2-742e8b5f0d35c1ea2d8d9a89f27dc73a_{size}.jpg,[],44,0,Rene to today .,0b8d55d8469fe9c1180e6ae1c9c34c40,False,False,False,False,红叶儿,people,https://www.zhihu.com/people/hong-xie-52-46,hong-xie-52-46,False,people,"{'is_vip': False, 'rename_days': '60'}"
50,247,15,https://pic4.zhimg.com/209d59e20_is.jpg,https://pic4.zhimg.com/209d59e20_{size}.jpg,"[{'type': 'identity', 'description': 'Garena 高级软件工程师'}]",30889,1,系统工程师,39b7c956a69d8ca01e3c013ea9a691d1,False,False,False,False,彭哲夫,people,https://www.zhihu.com/people/CMGS,CMGS,False,people,"{'is_vip': False, 'rename_days': '60'}"
